vote_count,id,video,vote_average,title,popularity,poster_path,original_language,original_title,genre_ids,backdrop_path,adult,overview,release_date,release_year
653,8859,FALSE,5.3,"Dude, Where's My Car?",8.769271,/3KoZiWlgvmeDYiLk9oOMpEvZThb.jpg,en,"Dude, Where's My Car?",35,/i27vFixWQzSGfMcUjXYziyxWLI5.jpg,FALSE,"Jesse and Chester, two bumbling stoners, wake up one morning from a night of partying and cannot remember where they parked their car. They encounter a variety of people while looking for it, including their angry girlfriends, an angry street gang, a transexual stripper, a cult of alien seeking fanatics, and aliens in human form looking for a mystical device that could save or destroy the world.",2000-12-15,2000
543,9678,FALSE,5.1,Little Nicky,8.726544,/ijfKqbZoZQjer5Oiolxy7hn8L92.jpg,en,Little Nicky,35|14|10749,/1I8jDOv9hefU0pS4q9ANgnIe9ri.jpg,FALSE,"After the lord of darkness decides he will not cede his thrown to any of his three sons, the two most powerful of them escape to Earth to create a kingdom for themselves. This action closes the portal filtering sinful souls to Hell and causes Satan to wither away. He must send his most weak but beloved son, Little Nicky, to Earth to return his brothers to Hell.",2000-11-10,2000
88,10473,FALSE,5.3,DragonHeart: A New Beginning,8.648551,/8mbg22L9MdSyELeNwEJkMDVsEVO.jpg,en,DragonHeart: A New Beginning,28|12|35|14,/gGz3DMK0uMhYyJ3jm5Q9rJ2zcM7.jpg,FALSE,"When Geoff, an orphaned stable boy (Chris Masterson), discovers Drake (voice of Robby Benson), the world's last living dragon, he realizes that his dream of becoming a knight in shining armor can now come true. Together, they soon face challenges that turn them into heroes. But caught up in the excitement of their new lives, Geoff and Drake fail to see the hidden dangers that surround them.",2000-08-08,2000
112,17711,FALSE,3.9,The Adventures of Rocky & Bullwinkle,8.633206,/pjzt6S76Uumm0aZtxNAVhDCLQ0P.jpg,en,The Adventures of Rocky & Bullwinkle,28|12|16|35|10751,/cIPxnFC31aYSnCIoyG8kNeYnRmP.jpg,FALSE,"Rocky and Bullwinkle have been living off the finances made from the reruns of their cartoon show. Boris and Natasha somehow manage to crossover into reality and team up with Fearless Leader, an evil criminal turned media mogul with some evil plans up his sleeve. Rocky and Bullwinkle must stop the three of them before they wreak havoc.",2000-06-30,2000
186,10461,FALSE,4.8,Get Carter,8.591116,/5Dv9QJNJx4cF96lDtX4KGtplNTJ.jpg,en,Get Carter,28|18|53|80,/25QzBmimwYBW1cqJs3BR3tbp6jG.jpg,FALSE,"Remake of the Michael Caine classic. Jack Carter, a mob enforcer living in Las Vegas, travels back to his hometown of Seattle for his brother's funeral. During this visit, Carter realizes that the death of his brother was not accidental, but a murder. With this knowledge, Carter sets out to kill all those responsible.",2000-10-06,2000
188,10641,FALSE,5.7,Autumn in New York,8.589363,/tQ5ze794HtDjxTxYVxHRn7AzbSL.jpg,en,Autumn in New York,18|10749,/zXsskYrKF8QSivBykfMp48AdtuM.jpg,FALSE,"Autumn in New York follows the sexual exploits of Will Keane - New York restaurateur, infamous verging-on-50 playboy, master of the no-commitment seduction - until he runs into an unexpected dead end when he meets Charlotte Fielding. Charlotte is half Will's age and twice his match, a 21 year-old free spirit yearning to get out and taste the excitement of adult life.",2000-08-11,2000
172,15655,FALSE,6.2,The Tigger Movie,8.567922,/lxuiGvLHIL1ZyePP7bn6FcKj0Mr.jpg,en,The Tigger Movie,16|10751,/3t9LrLWtT6AAGCpP95mmmWw1z3D.jpg,FALSE,"As it happens, everybody - Pooh, Piglet, Eeyore, Roo, Rabbit, Owl - is busy preparing a suitable winter home for Eeyore. When everything they do seems to get undone by Tigger's exuberant bouncing, Rabbit suggest Tigger go outside and find other tiggers to bounce with - a notion Tigger finds ridiculous because, after all, he's ""the onliest one"" Or is he?",2000-02-11,2000
414,10481,FALSE,5.2,102 Dalmatians,8.564077,/dSxnIika9yWwTvEbpsmoGdeh65E.jpg,en,102 Dalmatians,35|10751,/2s1vbGNvXfVqWAh2rBed6bm763R.jpg,FALSE,"Get ready for a howling good time as an all new assortment of irresistible animal heroes are unleashed in this great family tail! In an unlikely alliance, the outrageous Waddlesworth... a parrot who thinks he's a Rottweiler... teams up with Oddball... an un-marked Dalmation puppy eager to earn her spots! Together they embark on a laugh-packed quest to outwit the ever-scheming Cruella De Vil",2000-10-07,2000
667,5994,FALSE,6.5,The Family Man,8.514579,/9iyQxVjLgFW0ztYKRxnEFtpVTSw.jpg,en,The Family Man,35|18|10749|14,/2wCGvIfbY3skp3T1YAvRC4v17or.jpg,FALSE,"Jack's lavish, fast-paced lifestyle changes one Christmas night when he stumbles into a grocery store holdup and disarms the gunman. The next morning he wakes up in bed lying next to Kate, his college sweetheart he left in order to pursue his career, and to the horrifying discovery that his former life no longer exists. As he stumbles through this alternate suburban universe, Jack finds himself at a crossroad where he must choose between his high-power career and the woman he loves.",2000-12-12,2000
209,2155,FALSE,5.4,Reindeer Games,8.504493,/rK1P7za5gHvCqjrOVcsUTSlaSNq.jpg,en,Reindeer Games,53,/eNibS7NTK5S8CgL8KRYNOjVawcs.jpg,FALSE,"After assuming his dead cellmate's identity to get with his girlfriend, an ex-con finds himself the reluctant participant in a casino heist.",2000-02-25,2000
147,10862,FALSE,5.5,Bounce,8.425145,/9xu1oqDd0tZfHkZkrbH0uG65njA.jpg,en,Bounce,18|10749,/5kld3dFHcItjelxJoGxcOrC86KO.jpg,FALSE,A man switches plane tickets with another man who dies in that plane in a crash. The man falls in love with the deceased one's wife.,2000-11-15,2000
370,7450,FALSE,6.3,Titan A.E.,8.399346,/huI8CYyxY0BhzJSLn6XAP4nWAv.jpg,en,Titan A.E.,16|28|878|10751|12,/gb1EB2iKOPvA3OTPLTXHAsPb7ek.jpg,FALSE,"A young man finds out that he holds the key to restoring hope and ensuring survival for the human race, while an alien species called the Dredge are bent on mankind's destruction.",2000-06-16,2000
671,9285,FALSE,5.9,Road Trip,8.342869,/DCoZVnHVvtKTYwfM00dfVRbfUQ.jpg,en,Road Trip,35|12,/vXT5Gw09k99o9XXqqxBPz9NKgsa.jpg,FALSE,Four friends take off on an 1800 mile road trip to retrieve an illicit tape mistakenly mailed to a girl friend.,2000-05-19,2000
349,11678,FALSE,5.9,Vertical Limit,8.300879,/8AJXlbf29XIvMjwFvZ6zjMUvNvL.jpg,en,Vertical Limit,28|12|53,/jCpaC069FnQJJd9q6Jw8K1dHN6s.jpg,FALSE,"Trapped near the summit of K2, the world's second-highest mountain, Annie Garrett radios to base camp for help. Brother Peter hears Annie's message and assembles a team to save her and her group before they succumb to K2's unforgiving elements. But, as Annie lays injured in an icy cavern, the rescuers face several terrifying events that could end the rescue attempt -- and their lives.",2000-12-08,2000
175,10471,FALSE,6.3,Next Friday,8.225236,/zUzn6YBbnEhdIkqtf9w0xG58NMC.jpg,en,Next Friday,35,/gMCKSic0my5n5ovqJU7fjMC0tD.jpg,FALSE,"Ice Cube returns as Craig Jones, a streetwise man from South Central Los Angeles who has a knack for getting into trouble. This time out, Craig is still trying to outsmart neighborhood bully Debo (Tommy ""Tiny"" Lister Jr.); after Craig gets the better of Debo in a fist fight, Debo is determined to flatten Craig in a rematch. Looking to stay out of Debo's way, Craig's dad decides that it would be a good idea for Craig to hide out with his Uncle Elroy and cousin Day-Day in Rancho Cucamonga... but trouble seems to find him there also.",2000-01-12,2000
487,5551,FALSE,6.3,Space Cowboys,8.220773,/aBhWg4uQMnpWnsn8pgNw6mQasOJ.jpg,en,Space Cowboys,28|12|53,/yDq3Mi5iqPWqnN1ym5VZrEL07EN.jpg,FALSE,"Frank Corvin, ‘Hawk’ Hawkins, Jerry O'Neill and ‘Tank’ Sullivan were hotdog members of Project Daedalus, the Air Force's test program for space travel, but their hopes were dashed in 1958 with the formation of NASA and the use of trained chimps. They blackmail their way into orbit when Russia's mysterious ‘Ikon’ communications satellite's orbit begins to degrade and threatens to crash to Earth.",2000-07-31,2000
635,2655,FALSE,6.3,What Lies Beneath,8.072582,/A1mrfm8LEv7L28q50ld8QI5z9Iu.jpg,en,What Lies Beneath,18|27|9648|53,/h3A6QXt8t35YQrSvbF9hOkKeeB9.jpg,FALSE,"When Claire Spencer starts hearing ghostly voices and seeing spooky images, she wonders if an otherworldly spirit is trying to contact her. All the while, her husband tries to reassure her by telling her it's all in her head. But as Claire investigates, she discovers that the man she loves might know more than he's letting on.",2000-07-21,2000
8,31920,FALSE,7.1,The Railway Children,8.011642,/ji5vnGt70UlkIuGHHefMAg5m3g7.jpg,en,The Railway Children,18|10751,/juNzOgZpj8OVXYre2BjU4IDPqyS.jpg,FALSE,"Set at the turn of the 20th century, The Railway Children tells the story of three Edwardian children and their mother who move to a country house in Yorkshire after their father is mysteriously taken away by the police.",2000-01-01,2000
110,14295,FALSE,6.9,You Can Count on Me,7.985477,/7mGFmij1FZD5eUnNwvUjmpqrDl6.jpg,en,You Can Count on Me,18|10749,/A0tq7EJXNalmqCqGiNBIz6JjDNS.jpg,FALSE,"A single mother's life is thrown into turmoil after her struggling, rarely-seen younger brother returns to town.",2000-11-17,2000
911,8584,FALSE,6.2,Shanghai Noon,7.979949,/wcG2PA66Fbv2l7r0n59x1nuB5fd.jpg,en,Shanghai Noon,12|28|35|37,/rvDGcsIOhtEMkxs5yhhyZ1nsS6E.jpg,FALSE,"Chon Wang, a clumsy imperial guard trails Princess Pei Pei when she is kidnapped from the Forbidden City and transported to America. Wang follows her captors to Nevada, where he teams up with an unlikely partner, outcast outlaw Roy O'Bannon, and tries to spring the princess from her imprisonment.",2000-05-26,2000
95,24100,FALSE,6,The Little Vampire,7.97484,/4hwyruZNXbJeRUtNsrBG1wSZ7F3.jpg,en,The Little Vampire,10751|27,/vYTXax2svhKJ2ANa6obfpGlHhik.jpg,FALSE,"Based on the popular books, the story tells of Tony who wants a friend to add some adventure to his life. What he gets is Rudolph, a vampire kid with a good appetite. The two end up inseparable, but their fun is cut short when all the hopes of the vampire race could be gone forever in single night. With Tony's access to the daytime world, he helps them to find what they've always wanted.",2000-10-27,2000
203,4967,FALSE,5.9,Keeping the Faith,7.958141,/wbW4OnSNcuywgmJFdlvL8SvHx4.jpg,en,Keeping the Faith,35,/RD1AhL66S6YDjPzabQEqU0WBp3.jpg,FALSE,"Best friends since they were kids, Rabbi Jacob Schram and Father Brian Finn are dynamic and popular young men living and working on New York's Upper West Side. When Anna Reilly, once their childhood friend and now grown into a beautiful corporate executive, suddenly returns to the city, she reenters Jake and Brian's lives and hearts with a vengeance. Sparks fly and an unusual and complicated love triangle ensues.",2000-04-14,2000
201,11478,FALSE,5.7,The Skulls,7.957795,/ww0HZpFwz9HtEW3HbrKtfts2tNH.jpg,en,The Skulls,80|18|53,/1Tnz5tmMQ8EFiPNCaJKYnvIcFt.jpg,FALSE,"Luke's exultance at being selected for The Skulls (a secret society bred within the walls of a prominent Ivy League Campus) is soon overshadowed when he realises that all is 'not well in Wonderland'. For The Skulls is a breeding ground for the future powerful and elite. It's not only a far cry from his working class background, but it also hallows its own deep and dark secrets.",2000-03-31,2000
182,10873,FALSE,6.6,Shadow of the Vampire,7.915735,/cff7lGek3gJ4fh68547ki9PA6cq.jpg,en,Shadow of the Vampire,18|27,/rx57XEVo0BS7WpANdrJzWt7uXOl.jpg,FALSE,"Director F.W. Murnau (John Malkovich) makes a Faustian pact with a vampire (Willem Dafoe) to get him to star in his 1922 film ""Nosferatu.""",2000-05-15,2000
150,2440,FALSE,7.7,Joint Security Area,7.887403,/iTB01AX6We1h8CAJql55dUyvSWq.jpg,ko,공동경비구역 JSA,10752|18|53,/dNx1OcIPrdPCbSZRjcvzyXUnSRS.jpg,FALSE,"In the DMZ separating North and South Korea, two North Korean soldiers have been killed, supposedly by one South Korean soldier. But the 11 bullets found in the bodies, together with the 5 remaining bullets in the assassin's magazine clip, amount to 16 bullets for a gun that should normally hold 15 bullets. The investigating Swiss/Swedish team from the neutral countries overseeing the DMZ suspects that another, unknown party was involved - all of which points to some sort of cover up. The truth is much simpler and much more tragic.",2000-09-09,2000
129,1619,FALSE,6.4,The Way of the Gun,7.775775,/zLMZxrVeepvtAbL3iUGexAtznmT.jpg,en,The Way of the Gun,28|80|18|53,/ipgnenPpBZwVRZxXstBOETpFtMT.jpg,FALSE,"Parker and Longbaugh are a pair of low-level petty criminals, living off the grid and funding their existence through unconventional and often illegal means. Wanting to move past petty crime, they vow to get the proverbial ""big score.",2000-09-08,2000
206,10479,FALSE,6.1,Rules of Engagement,7.710143,/1UlrMyCza2xINltCyYgmAwQAx07.jpg,en,Rules of Engagement,28|12|18|36|10752,/21nXfBmaNpM6XdhcKiQiKzDveQP.jpg,FALSE,"Part war movie, part courtroom thriller, this gripping drama finds a war hero put on trial for a rescue mission gone terribly wrong with only his doubtful friend and fellow marine to represent him.",2000-04-07,2000
534,8843,FALSE,6,The Cell,7.676978,/tu2rPoVBhEp9fZfOahkqbXSNsxS.jpg,en,The Cell,27|878|53,/46aAskiXtvdtAR9ryEOXJPazKpL.jpg,FALSE,A psychotherapist journeys inside a comatose serial killer in the hopes of saving his latest victim.,2000-08-17,2000
154,10035,FALSE,5.6,100 Girls,7.670245,/mi61ZTuyEIT6XO3O1HAyDKWmKhQ.jpg,en,100 Girls,35|18|10749,/pEx6j5TlTIoWi24bYPduSarHgDA.jpg,FALSE,"This sexy, teen-comedy is about a freshman, Matthew, at college who meets his dream girl in a dorm elevator during a blackout. He never sees her face, but instantly falls in love. In the morning, the power is restored, but the ""dream girl"" has vanished. All Matthew knows is that she lives in an all-girls dorm. He sets out on a semester-long journey to find his mystery girl amongst a hundred female suspects. Could it be Wendy? Dora? Arlene? Patty? Cynthia? Or the 95 other girls, any of whom could have been in that elevator with Matthew.",2000-09-01,2000
264,11826,FALSE,7,Sexy Beast,7.640397,/rpo9njGpJVLPqRrdM6R7wIqiQ7K.jpg,en,Sexy Beast,80|18|53,/sDSwD63e0qfNE1YvH8aczFoSGTt.jpg,FALSE,"Gary is a former gangster who has made a modest amount of money from his criminal career. Happy to put his life of crime behind him, he has retired with his wife Deedee to the sunny bliss of rural Spain, where he lives an idyllic life with his family and a few close friends. But Gary's contentment is ruptured by an unwelcome visitor from his past. Don.",2000-09-13,2000
381,479,FALSE,5.6,Shaft,7.620075,/bqlpFp96uWu2VDpsm4MVvLXdumh.jpg,en,Shaft,28|12|80|53,/2p9NtyrnFZtGRyCGN5SBk1eARNK.jpg,FALSE,"New York police detective John Shaft arrests Walter Wade Jr. for a racially motivated slaying. But the only eyewitness disappears, and Wade jumps bail for Switzerland. Two years later Wade returns to face trial, confident his money and influence will get him acquitted -- especially since he's paid a drug kingpin to kill the witness.",2000-06-15,2000
294,5491,FALSE,2.9,Battlefield Earth,7.588789,/neMUscYddxr4cP8wnRHRMLcWS0A.jpg,en,Battlefield Earth,28|878|10752,/rwGraYoF5i9NIcbQMBxh7UTAi2z.jpg,FALSE,"In the year 3000, man is no match for the Psychlos, a greedy, manipulative race of aliens on a quest for ultimate profit. Led by the powerful Terl, the Psychlos are stripping Earth clean of its natural resources, using the broken remnants of humanity as slaves. What is left of the human race has descended into a near primitive state. After being captured, it is up to Tyler to save mankind.",2000-05-10,2000
133,10562,FALSE,6.2,Under Suspicion,7.578454,/9TQUS5zpiBSMkSYIG3uAfLHTopH.jpg,en,Under Suspicion,9648|53,/awcQ4COUWIgiD4ZNeEYbjaosWeU.jpg,FALSE,"A lawyer is asked to come to the police station to clear up a few loose ends in his witness report of a foul murder. ""This will only take ten minutes"", they say, but it turns out to be one loose end after another, and the ten minutes he is away from his speech become longer and longer.",2000-09-24,2000
266,10393,FALSE,6.2,The Replacements,7.545161,/cHI4RgNND66gAcV63V5SoS76tVQ.jpg,en,The Replacements,35,/yA4OiCFItCMCmFOXVFT4Xy1HsqI.jpg,FALSE,"Maverick old-guard coach Jimmy McGinty is hired in the wake of a players' strike to help the Washington Sentinels advance to the playoffs. But that impossible dream hinges on whether his replacements can hunker down and do the job. So, McGinty dusts off his secret dossier of ex-players who never got a chance (or screwed up the one they were given) and knits together a bad-dream team of guys who just may give the Sentinels their title shot.",2000-08-07,2000
